product_name,product_review,user_rating
Kentucky Brunch Brand Stout,"Huge maple aroma right out of the gate and a vicious, dark pour. Maple dominates the nose but chocolate, barrel, and some coffee see also present. The mouth feel is massive and coats the mouth for days with adequate carbonation. It all makes for an impressive experience, but the taste falls well short of world class. There is a sour note that I also found in Mornin Delight. Some reviews have described it as coffee bitterness, but that's not what I get. It tastes like an off flavor. Since I've tasted the same thing twice I'm quite sure this isn't just a bad bottle. I'm not a fan of MD and the barrel aged version doesn't cover over the flaws.",4.31
Marshmallow Handjee,Tastes like burnt Vanilla Coke aged in gasoline barrels. ,3.77
Marshmallow Handjee,Tastes like a barbeque pork chop dipped in vanilla icing. I do not understand this beer or the hype. I will not be hunting any more dark lord variant. Pass.,3.88
Marshmallow Handjee,"Jet black pour, dark tan head. The base Dark Lord aromas plus heavy vanilla and some oak. Wow. ",4.74
Marshmallow Handjee,"Split the 2018 version with 2 friends. I'll blame the perpetual hype but IMHO this was just a pretty good vanilla stout. Not 5 times better than FO, certainly not 2-3 times as good as Henna marshmallow. Yes the vanilla balance was perfect but honestly it started to wobble a bit as it warmed up. Not worth the price tag, hoping for a different variant this year.",4.42
Marshmallow Handjee,2017 vintage; drank 6/2/17 @ Harvest Hop Haus. ,4.92
Marshmallow Handjee,"For purposes of the review, both 2017 and 2018 were sampled together.",5
Marshmallow Handjee,L: pours thick and pitch black with no head,4.9
Marshmallow Handjee,2018 vintage. About six months from bottling. ,4.35
Marshmallow Handjee,Can cross this whale off the list! Mouthfeel on this beer is outstanding. If you have a chance to sample or get this beer I highly recommend it for sure!,4.94
Marshmallow Handjee,750 into a fff teku,4.96
Marshmallow Handjee,"Smells great, mouthfeel great. ",4.59
Marshmallow Handjee,"2018 bottle(silver wax). The hype is real! Been wanting this for as long as I can remember. Glad I finally got a chance to try a hefty pour at a nice share. It stole the show around a bunch of BIG beers. It’s crazy how much this tastes like toasted marshmallow fluff. Zero heat, and smooth as hell.",4.99
Marshmallow Handjee,"Everything I love about barrel aged stouts. Thick, oily, coats the glass. Smells sweet, but not overly so. The taste follows with sweetness, barrel oak/vanilla flavors. Not overly sweet, with enough heat to balance it perfectly. (2017 Handjee)",4.94
Marshmallow Handjee,My review is for the 2018. I had it as a sample several times at DLD. It is an great beer but not exceptional. To me it was a little sweet and lacked the complexity and robust flavor of Chemtrailmix. I think 18' FVM was better as well.,4.32
Marshmallow Handjee,"The beer pours a sludgy Pitch Black with a medium sized khaki head. It has low carbonation. The beer smells of vanilla beans, marshmallows, bourbon, and molasses. It tastes of vanilla beans, marshmallows, caramel, light bourbon, and molasses. The feel is medium and not too sweet. A great barrel aged stout, in just thrown off because it’s not nearly as thick as the base beer.",4.79
Marshmallow Handjee,"My own personal white whale. Never thought I would have the ""ammo"" to land it, but finally everything fell into place and it was in my hands. I went old school, getting a bottle of Bourbon Barrel Aged Vanilla Bean Darklord from 2012. Bottle #755/934. Poured black with a smidge/ring of tan bubbles around the edges. Vanilla fills the nostrils. Now I've heard people talk that this beer tastes like marshmallow. I've also had other beers people describe as marshmallow, but to me the flavor was not there. Here is a beer that is truly a liquid marshmallow flavor experience. Not only is that the flavor, but it coats the mouth and ""stays for days"". Supposedly, this is also a 15% beverage, but there isn't a trace of alcohol in this beer. Was it worth it? As I am a lover of the sweet brews, it sure was.",5
Marshmallow Handjee,"This is hot, but full of marshmallow, vanilla, bourbon, and big dark malts; solid mouthfeel. But I want so much more from the body and flavors; such a hot, yet creamy finish. The nose is the best. Great to try.",4.54
Marshmallow Handjee,"2017 bottle, kept at ~45F since release.",5
Marshmallow Handjee,"2017 Bottle, Split just two ways :-)",4.83
Marshmallow Handjee,2016 bottle poured into a Dark Lord Teku. Split three ways. Thank you Ryan for sharing this beast!,4.88
Marshmallow Handjee,2016 bottle poured into a teku. ,5
Marshmallow Handjee,Vintage 2014: The beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit. Absolutely stellar. ,4.78
Marshmallow Handjee,2016 at a Vanilla Share served in tulip 4oz sampler ,4.75
Marshmallow Handjee,2017,4.75
Marshmallow Handjee,"2013 batch. I was a little concerned given the infection talk, but clearly no issues with this one. ",4.55
Hunahpu's Imperial Stout - Double Barrel Aged,"Pours motor-oil black with minimal head. Nose is seriously off, like a cross between an ashtray and burnt sesame candy. Booze is there, too, but largely overpowered. Taste is extremely muddled. Peppery spice, smokiness, minimal barrel presence, with a lot less sweetness than expected from the rum/apple brandy combo. Flavors blend much more pleasantly in the taste than the smell, the mouthfeel is pleasantly thick, but overall this was a real letdown.",3.8
Hunahpu's Imperial Stout - Double Barrel Aged,"B2, shared amongst friends.",4.26
Hunahpu's Imperial Stout - Double Barrel Aged,Appearance - The beer poured a silky black color with a dark mocha colored head. ,4.6
Hunahpu's Imperial Stout - Double Barrel Aged,"This is such a big beer and there is so much going on, it is great, but you can only consume about 4 oz before you're done or you get diabetes. Let's calm down on the ratings a little bit",4.01
Hunahpu's Imperial Stout - Double Barrel Aged,2016 batch (#2) reviewed.,4.2
Hunahpu's Imperial Stout - Double Barrel Aged,"Black color with dark mocha head. Aroma is really spice forward with lots of cinnamon, rum and booze. Taste is desserty with fudge, chili, cinnamon and some heat on the finish. Full bodied, smooth mouthfeel. Quite nice but not such a huge step ahead of the regular.",4.55
Hunahpu's Imperial Stout - Double Barrel Aged,"Tasted from bottle. Pours black with beige head. Tasted against regular 16 Huna and 17 Bourbon BA Huna. Aroma of cinnamon, rum, almost a little nutty, some fruity notes and apple. Moderate to heavily sweet with mild bitterness. Lots of cinnamon, caramel, toffee, some chocolate and finishes with a moderate chili burn. You do get some rum barrel sweetness and just a hint of brandy. More intense and complex than the Huna and Bourbon Huna. Excellent!",4.68
Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a jet engine oil dark body with a mocha-hued head. The cacao and spice come aromas are strong, along with the booziness from the brandy and rum barrels. The taste is like no other stout I've had. Brandy and rum blend together nicely to add some complexity to the richness of the nibs. The chiles and cinnamon are very noticeable as well, but are balanced out by the chocolate and alcohol so it's never too overpowering. The chocolate and vanilla thicken this beer, and the heat of the chiles and brandy/rum leave a nice heat. Phenomenal beer that deserves the praise it's received.",4.99
Hunahpu's Imperial Stout - Double Barrel Aged,"Pours one shade shy of black with not head, just a tight band around the shoulders. Nose reveals chocolate, peanut butter and a hit of cinnamon. Taste follows nose. Mouthfeel is light-medium in body with a mild, even carbonation, a hit of heat and a kiss of acidity. All and all a nice beer but I don't get too much of the barrel.",4.23
Hunahpu's Imperial Stout - Double Barrel Aged,"Pours a thick, oily pitch black coloration with a small, creamy head. The beer downright sticks to the glass as you swirl it, leaving a short-lived film of dark beer and white lace. Smell is somewwhat subdued, pretty underwheming compared to the taste. Cinnamon is most noticeable, with a sort of odd earthy, musty, woody aroma being pretty dominant as well. Perhaps a hint of coconut there. Taste is quite complex, lots of chocolate and rum noticeable at first, with a decent bit of cinnamon and vanilla coming through as well. The chili really grows as you drink and the beer warms. Quite noticeable in the aftertaste in a really pleasant way. Quite a bit of warm boozyness there as well, but very smooth and mellow at the same time. Mouthfeel really is fantastic, very thick, sticky, almost oily and very smooth. I was considering waiting for CBS for my 100th review, but I think this one will do nicely. The barrel-aging really did wonders to the quite overrated Hunapuh here, adding a certain complexity from the brandy and rum notes along with making the chili stand out more and generally mellowing out the beer, creating a richer harmony. Still smells really weird though.",4.35
Hunahpu's Imperial Stout - Double Barrel Aged,Very Dark brown with a tan head. It appeared to be less thick on the pour particularly compared to Man Bear Pig which we had drank before this beer.,4.64
Hunahpu's Imperial Stout - Double Barrel Aged,Poured into a tulip glass via bottle (2016 Edition),4.66
Hunahpu's Imperial Stout - Double Barrel Aged,This review is for batch 2. ,4.36
Hunahpu's Imperial Stout - Double Barrel Aged,With so much talk about this being a disappointment This beer was fantastic. Has a slight chili smell. This is some chili up front followed by nice barrel flavor.some spice comes through and had a rich body. Overall really delicious.,4.44
Hunahpu's Imperial Stout - Double Barrel Aged,Thanks much to chicagopubcrawler for making this one happen.,4.71
Hunahpu's Imperial Stout - Double Barrel Aged,"Batch 2, snifter, shared with my brother",4.73
Hunahpu's Imperial Stout - Double Barrel Aged,2016 vintage,4.64
Hunahpu's Imperial Stout - Double Barrel Aged,Not sure if I got it from someone who did not keep it well but I would say it's extremely overhyped. Way too smokey which overtook the cinnamon. Tasted like bad crab apples which came from the slight cinnamon and apple brandy.,3.96
Hunahpu's Imperial Stout - Double Barrel Aged,B2,4.4
Hunahpu's Imperial Stout - Double Barrel Aged,From bottle into Huna chalice.,4.43
Hunahpu's Imperial Stout - Double Barrel Aged,Review is of b1,4.94
Hunahpu's Imperial Stout - Double Barrel Aged,"Rating batch 2, because I don't think this beer belongs on the charts where it is. Batch 1 is still phenomenal.",3.61
Hunahpu's Imperial Stout - Double Barrel Aged,Wow the nose of this is just stupid. One of the few double barrel stouts I have had before in which the balance of both barrels work out in unison. Sweet rum plus the complex apple brandy notes bring on a truly unique aroma I have never inhaled before. The taste follows pretty close but not fully. Getting more brandy and rum and much of the apple is lost. Spices coming thru as it warms up. Complex flavors and very rich thick mouth feel. Amazing!,4.85
Hunahpu's Imperial Stout - Double Barrel Aged,"Batch 1 is one of the top 5 beers , drinking amazing right now. Spice has dialed down allowing apple brandy to shine. b2 needs some time . Little to spicy right now.",5
Hunahpu's Imperial Stout - Double Barrel Aged,"This pours the classic Huna viscous black with a sliver of stark mahogany around the edges, and a super dark mocha, soft, uniform dense head that dies down sooner than regular Huna, but can also be rejuvenated indefinitely over the entire three hour session the two of us shared this bottle.",4.43
Barrel-Aged Abraxas,Had on draft from a snifter at Perennial.,4.74
Barrel-Aged Abraxas,"On tap at Hops & Pie(10/2017). Black appearance with a small tan colored head. Pleasant aroma of light chili peppers, chocolate malt, vanilla, cinnamon, light oak and a touch of whiskey barrel. Similar flavor, rich, malty and moderately sweet with a lightly spiced bitterness. Medium to full body with soft carbonation, a smooth feel and a balanced finish. An excellent sipper overall.",4.74
Barrel-Aged Abraxas,"The beer pours Pitch Black with a medium dark brown head that recedes quickly. It has low carbonation. The beer smells of cinnamon, nutmeg, Chillies, and earthy chocolate. It tastes of cinnamon, nutmeg, mild spice from the Chillies, earthy chocolate, and light barrel. The feel is medium and well balanced. A great barrel aged stout, but not really blowing me away.",4.52
Barrel-Aged Abraxas,"Obsidian black, with burnt motor oil brown edges at a closer look, and very minimal visible carbonation, but for a thin dark mocha ring that dies to a silky surface fairly quickly.",4.22
Barrel-Aged Abraxas,"Pours a pitch black coloration with a small, creamy head. Smell is dominated by rich chocolate fudge and an intense cinnamon note, as well as a strong earthy, oaky, peppery rye barrel note and hints of vanilla and chili. Taste follows the nose, being dominated by chocolate fudge, cinnamon and and a subtle but complex rye barrel character of earthy, musty, oaky, peppery notes, as well as lighter notes of roasted malt, vanilla, chili peppers and just a hint of dark fruits. Finishes with a light sweetness and some cinnamon and oaky, spicy notes lingering in the aftertaste. Full, creamy mouthfeel with a rich body and low carbonation.",4.34
Barrel-Aged Abraxas,Had side-by-side with KBBS and it won the night. Retains all the amazing notes of regular Abraxas with a perfect barrel character and mouth feel. Amazing beer!,4.9
Barrel-Aged Abraxas,"Completely by accident, I ran across this beer at a craft beer bar that I frequent - had never heard of Abraxas. Barrel aged imperial stout sounded like the kind of beer I like, so I got a small taste just to see if I wanted a full pour. Didn't take long to decide...in fact, I had a second pour because I couldn't imagine any of the other 99 or so taps could have anything this delicious.",5
Barrel-Aged Abraxas,"Lucky enough to get a tip of when this was tapping at this year's Great Taste of the Midwest. Otherwise I probably would have missed it. Because with so many beers to try, I find it hard to keep track of when specific beers are being tapped. But I am very grateful that I was near the Perennial tent around 2:00 when they started pouring what turned out to be one of the best beers I have ever had.",4.91
Barrel-Aged Abraxas,"Sample at Mikkeller Beer Celebration Copenhagen 2018, Green Session. Aroma has spicy notes like cinnamon and chili with whiskey and dark chocolate on top. Taste is spicy but well balanced with dark chocolate bitterness and light chili heat.",4.7
Barrel-Aged Abraxas,"Quite possibly the top beer of the night, in a tasting that included the likes of BBT, BA Sump, and multiple pre-2013 Dark Lord Variants.",5
Barrel-Aged Abraxas,"Once in a while, a bottle comes along that you'd be happy to drink, even if it were poured on to a gravel road. Barrel-aged Abraxas is that bottle for me.",5
Barrel-Aged Abraxas,This is for 2016 BAA,5
Barrel-Aged Abraxas,Damn that’s good! rich cinnamon goodness I feel the peppers in my belly. The Barrel definitely makes it feel thicker and mixes with the cinnamon well.,4.75
Barrel-Aged Abraxas,2017 Bottle. Drank in a snifter. ,4.78
Barrel-Aged Abraxas,2017 vintage,4.7
Barrel-Aged Abraxas,"Legit smells like cinnamon toast crunch w/ cacao, whiskey, light pepper; tons of cinnamon, barrel, big malts, nilla, lasting whiskey. What a luxurious mouthfeel; bitter, big whiskey finish w/ notes of cinnamon, cacao, and light spiciness; wowzers, love this beer, again.",4.97
Barrel-Aged Abraxas,It just doesn't get much better than this. All the robust flavors of the base Abraxas plus the additional barrel vanilla and wood notes. Exceptionally well balanced. Simply Amazing!,5
Barrel-Aged Abraxas,"2017 bottle. Chalice glass. Had at a share. 4 bottles-4 people with Barrel Aged Dark Lord '16, French Vanilla Militia '17, Marshmallow Handjee '17 and Barrel Aged Abraxas '17, in that order.",4.38
Barrel-Aged Abraxas,"I'm doing this off of memory as I've had the beer at the 2017 and 2018 Snallygasters, so I won't do a full review.",4.99
Barrel-Aged Abraxas,"This is worth the hype. The aroma is off the chart good. Cinnamon is delicious and this reminds me of a snickerdoodle cookie. Tons of chocolate as well with subdued pepper, creamy vanilla, and subtle barrel in a medium plus mouth feel. I'm not tasting anything really complex but this is excellent and the cinnamon and vanilla make it a real treat.",4.81
Barrel-Aged Abraxas,"Had a pour at the Shelton Fest, and this is one of the best beers that I have tasted. Coffee/cinnamon and barrel notes up front with some spice on the end (absolutely perfect balance). This beer is surprisingly drinkable given the ABV and flavor profile. Absolutely worth the hype.",5
Barrel-Aged Abraxas,5oz pour into a snifter. 2017 Edition,4.79
Barrel-Aged Abraxas,2017 bottle shared amongst friends.,5
Barrel-Aged Abraxas,"among the very best beers by ranking because now i am quite convinced that it is one of the very best beers! it is absolutely incredible, huge thanks to my homie in saint louis for sharing this one with me, its one of those beers that due to limited production and insane hype, i thought i might never get to try! so glad i did. i was keen on the base beer, but these barrels take it to the next level. fudge brownie or cake batter comes to mind right away, the cocoa and the vanilla together really make it rich and desserty, but synergies abound in this one. the vanilla notes in the whiskey and the actual vanilla, the subtle rye harshness and the spice of the ancho pepper. the smoked element in the pepper and the earthy bitter cacao nibs, the barrel char and the black malts, and the chocolate and the cinnamon together is also an extremely unique interaction! so much going on here, all fudgey and gooey and dense. the booze is little more than warming, the oak envelopes the whole thing, and i feel cozied, snuggled by this beast. cinnamon and soft smoke linger with a charred character in the end, subtle maple and molasses notes, dark ra chocolate, and smooth mellow wood. its all so good, takes an absurdly well done base beer to the next level. i am not often one to clamour for barrels or freak out about them, but this really is a transformation and a maturation unlike any other. an absolute delight, i hope to encounter this one again!!! hands down the king of the adjunct stouts...",4.71
Barrel-Aged Abraxas,look: Very similar to regular abraxas. super dark pour with a small but potent burnt brown head.,5
Heady Topper,"Pours a hazy, golden-straw color. Has a pillowy, off-white head.",4.66
Heady Topper,"Had this several times, straight from the can. So the look rating comes from one time 2 years ago I poured into a glass. What can be said about this beer that hasn’t been said. It is actually a very balanced beer, despite the overwhelming aroma that is first experienced. That balance goes almost unmatched by any other beer since this beer came to me. A truly unique beer!",4.87
Heady Topper,"Graciously provided by a friend, who was able to get this off eBay. We split a can in glasses. Of course it poured out quite hazy, milky, with a nice head and a peach colored glow. The nose was very nice, full of pineapple, mango and peach with some pine. The mouth feel was nice, smooth, full-bodied and soft with medium carbonation. The taste was a recap of the aroma with lots of tropical fruit and Pine. Bitterness was medium firm. The aftertaste had a bit of lingering malts which was nice. Not totally dry. No off flavors or aromas.",4.36
Heady Topper,"A - In can, so hard to see; looks clear and uneven bubbles form at top.",4.7
Heady Topper,"Highly over-rated beer. Not wurth the high price to buy it. Not much creativity with pine and grapefruit aroma and taste, Pine and Grapefruit is the most common flavor to bring out of hops. The beer did have a good mouth feel. I wouldnt suggest making any extra effort to get this beer",1.86
Heady Topper,"My first Heady was a Thanksgiving treat and it ruined the entire day, nothing at the dinner table lived up to the experience of enjoying an ice cold Topper! Since that time I’ve enjoyed a few cases and rate this beer as my number two all time NE IPA! You can’t go wrong and it’s definitely worth the sacrifice to run one down!",4.73
Heady Topper,"Purchased two four-packs of 16 oz cans at brewery in Stowe, VT. Served in 12 oz snifter. Reviewed 7/27/19.",4.02
Heady Topper,"Pours a semi-opaque, yellow orange with floaties and a rich, thick looking head that has excellent lacing retention. The smell is super juicy and fruity on the nose with a herbal complexity and a subtle, dank resin. Taste leads with pine, as well as grapefruit, melon, mango and citrus rind to make this juicy double, legendary!",4.58
Heady Topper,"Really the best damn IPA. Perfect piney hop bitterness melange, nice citrusy zesty flavors, pear, grape, apple, really soft and smooth, don’t know what more you need in a beer. Could drink endlessly. This two month old can is as good as when I first got them.",4.74
Heady Topper,"This is the original unicorn beer. As someone who lives within striking distance of Treehouse and only a couple hours from the VT border, surprisingly I have not tried Heady Topper until this last foray. I have to admit, eight years ago I'd have built a statue for the creator of this lovely stuff. Now it's a fantastic beer but others have caught up. I had a bit of a hard time distinguishing this from Lawson's Finest Sip of Sunshine however the beer was a tiny bit less pine flavored than Sip of Sunshine and gave a better buzz.",4.77
Heady Topper,"Sampled at home. Poured into a pint glass (I don't care if the can says drink from the can). The aroma and flavor of this beer are amazing. I've been searching for this for a long time (Thanks Bret!). For me, this beer absolutely lives up to the hype.",4.75
Heady Topper,"No canning date that I can find and I wonder if it’s not super fresh thereby negating some of the smell. My favorite IPAs usually have a stronger scent that draws me in. That being said, the taste is perfect. I love the slight bitterness. It has a soft feel although the newer NEIPAs are often softer. Perfectly balanced, I could drink this all day. Worth the hype always and the debate for me is whether Focal Banger is better or not.",4.62
Heady Topper,"The Alchemist recommends that you drink Heady Topper straight from the can, which I did with the first one. Glad I poured the second, as this beer looks nearly perfect when released into a glass - a bright pineapple juice color, cloudy, with a fat head. Lacing remained in the glass throughout. The smell is a strong grapefruit and hops scent, which is echoed in the taste. It offers a citrus and bready flavor while being very refreshing and easy to drink. Each sip finishes with a punch of bitterness. Yet the mouthfeel is clean, not dense, refreshing and a little creamy. It is a great beer that lives up to its lofty reputation.",4.75
Heady Topper,"I can be very critical— and there is nothing to criticize here. I guess that makes it perfect. With the hype, I was ready to be underwhelmed— but it lives up to 15000 opinions of greatness.",4.9
Heady Topper,The can says “Drink from the can!” But given the limited supply I had to try both from the can and a glass. Neither was disappointing. The flavor has an artfully smoky taste and a clean finish. This is a beer I have been looking forward to and I was afraid the expectations would be tough to live up to This was not the case Find it and enjoy it.,4.87
Heady Topper,The best part to me is the intense smell you get when you open a can. I could just sniff this stuff all day straight out the can. It’s suddenly become more readily available in my area of the world over the past week or two. Overall a good beer!,4.98
Heady Topper,"Although I generally prefer west coast IPAs, this was an amazing beer. I resisted the temptation to pour it into a glass and instead enjoyed it directly from the can. Too bad Stowe is on the other side of the continent or I would plan to have another Heady soon!",4.39
Heady Topper,The quintessential DIPA. Hits all the marks you can think of wanting when you want a non-hazy hop monster. A nearly perfect beer. ,4.78
Heady Topper,"I am disappointed with this beer. I just don’t find that it lives up to the hype. Give me a Second Fiddle anytime. If you area fan of very bitter DIPA’s, this beer is for you. I love IPA’s and DIPA’s but I don’t care for this. It finishes like it was brewed with hockey pads.",3.18
Heady Topper,No canning date (bought at brewery on 3/8/19; presumably canned within a week or two prior),4.44
Heady Topper,Very Hazy and cloudy look.,4.69
Heady Topper,"Look: Pours a dark amber-orange color that's hazy with a fine, white frothy head to headdy top it off. (Pun intended)",4.9
Heady Topper,Oh so excited as I open this can of Heady.,4.71
Heady Topper,"Golden with slight amber hue. Good foamy head and rich hop aroma. Mostly pine, with nutty, malty notes. Same flavor profile. Piney, lightly bitter and well balanced. Not especially complex.",4.25
Heady Topper,"Paid $10 for a can, and it doesn’t blow us away with flavor, so it’s hard not to have that sway the rating.",4.19
King Julius,Review #800,4.5
King Julius,"Slightly orange and cloudy with a creamy slightly amber head. Totally opaque. Juicy fruit salad aroma. Flavor is straight orange with faint tropical notes. No bitterness whatsoever. Very clean, smooth, and easygoing. Would never know this is 8.3. Really delicious beer, though I prefer a little more depth and boldness. It’s a top-end beer to enjoy with your wife!",4.28
King Julius,A: Turbid gold/yellow with thick head and thick foamy lacing. ,4.82
